Kids,HouseholdSize,Sex,Vehicles,Food,Housing,Alcohol,Debt,income_category
1,3,female,1,69.089,267.19,18.956,78.817,Medium
2,4,male,1,69.031,319.29,14.828,60.362,Medium
2,4,male,1,48.511,284.7,21.276,44.144,Medium
0,1,female,4,64.466,319.61,16.907,68.74,Low
0,2,male,0,74.594,326.34,19.919,62.509,Medium
0,2,male,0,91.961,282.59,18.791,66.155,Low
0,2,female,1,60.827,294.5,27.658,91.951,Medium
0,1,male,0,44.962,383.91,14.685,60.248,Low
1,2,male,2,46.807,279.92,15.004,78.334,Medium
0,1,female,1,43.381,280.37,11.378,42.719,Low
0,2,male,3,37.689,285.32,24.773,84.698,Medium
2,4,male,2,71.382,282.27,19.324,75.972,Medium
1,3,male,2,50.274,261.64,13.186,29.715,Medium
0,2,female,2,41.561,269.77,15.965,59.984,Medium
0,1,male,1,56.861,278.01,18.701,60.292,Low
0,1,male,1,67.7,283.2,16.003,64.625,Medium
0,1,female,0,56.808,328.69,7.582,52.499,Low
1,2,female,2,55.327,273.35,17.345,51.929,Medium
0,1,male,1,55.179,233.43,17.363,42.404,Medium
0,2,male,1,47.35,242.89,12.546,40.256,Medium
4,7,male,1,59.616,335.44,20.347,77.109,Low
0,1,female,1,55.784,277.65,18.873,38.815,Low
1,2,female,0,47.177,253.35,21.758,68.612,Low
0,1,female,1,54.948,347.08,21.452,77.149,Medium
0,1,male,1,65.036,344.89,18.131,102.666,Medium
0,1,female,1,58.993,377.61,19.88,48.229,Medium
1,3,female,2,54.159,275.51,21.157,64.403,High
2,4,male,2,71.388,406.01,17.217,53.514,Medium
1,3,male,1,53.874,258.91,18.696,66.657,Medium
0,2,male,2,45.436,309.19,16.439,32.574,Medium
0,2,female,0,50.171,280.6,16.678,56.333,Medium
0,1,female,1,49.66,205.81,17.078,60.184,Low
0,2,male,0,53.999,319.68,12.308,67.215,Medium
0,2,male,1,41.971,336.33,10.378,80.429,Medium
0,2,female,2,73.474,325.45,17.545,52.871,Medium
0,2,male,0,72.788,289.62,19.903,79.799,Medium
0,1,male,1,59.553,325.39,14.774,64.507,Medium
0,1,female,2,55.212,296.14,15.911,54.261,Medium
1,3,male,1,58.18,415.18,19.083,60.524,High
2,4,male,2,63.672,341.2,22.923,43.929,Medium
0,2,male,0,50.458,249.98,15.661,0,Medium
0,1,male,1,63.401,293.36,18.554,67.205,Medium
0,1,male,1,43.117,278.43,14.115,64.92,Low
0,1,female,0,51.746,341.17,17.463,40.225,Low
0,2,female,1,62.84,244.56,18.873,42.411,Medium
2,4,male,2,40.584,336.32,14.024,65.042,Medium
0,2,male,1,50.453,367.3,20.956,58.812,High
0,1,female,1,77.504,388.03,17.609,77.352,Low
1,3,male,1,45.627,332.49,20.431,64.552,Medium
0,2,female,0,36.227,390.79,9.894,47.151,Medium
0,1,male,1,80.522,437.59,17.153,64.832,Medium
1,4,female,0,61.03,442.4,13.183,47.456,Medium
0,2,female,0,40.272,295.86,18.865,70.209,Medium
0,2,female,1,55.141,385.17,17.561,100.092,Medium
0,1,male,2,50.295,383.33,14.991,81.802,Medium
4,6,male,1,73.495,329.32,12.481,48.749,Medium
1,3,male,1,55.246,316.17,16.818,69.677,Medium
0,2,male,2,79.526,382.27,18.32,64.567,Medium
0,1,female,0,60.55,394.65,15.083,75.75,Low
1,4,male,2,57.198,261.3,21.863,33.047,Low
1,3,female,0,58.172,322.33,11.432,76.176,Medium
0,1,male,2,45.323,270.09,14.118,49.386,Medium
0,1,female,1,61.51,323.48,16.989,85.033,Low
0,1,female,3,72.058,380.83,12.872,63.917,Medium
0,2,male,2,38.265,414.79,23.789,94.423,Medium
2,4,female,3,65.767,326.38,15.684,64.121,Medium
4,6,female,0,53.311,326.09,18.505,51.521,Medium
0,2,male,1,64.677,362.46,24.626,0,Medium
0,2,male,3,42.609,258.84,14.159,55.638,Medium
0,2,male,0,60.789,377.97,12.124,82.258,Medium
0,3,male,0,72.963,313.7,11.701,29.862,Medium
0,2,male,1,45.219,303.72,19.621,49.108,Medium
1,2,male,0,49.672,298.49,23.21,47.448,Medium
0,2,male,2,66.875,302.58,18.311,44.102,Medium
0,2,male,2,62.761,377.79,23.168,95.953,Medium
0,1,male,1,60.669,357.4,17.756,43.98,Medium
0,1,male,3,64.228,321.01,18.049,45.636,Medium
1,2,female,1,76.348,358.04,16.696,53.411,Medium
0,1,female,1,73.293,320.14,18.588,65.498,Low
0,2,male,0,73.767,284.76,18.702,63.873,Low
0,1,female,1,55.618,362.76,17.121,60.325,Low
0,2,male,2,73.389,313.96,24.174,63.678,Medium
0,3,female,2,64.996,345.45,16.645,46.842,Medium
0,1,female,1,56.042,359.04,16.606,66.388,Medium
0,2,male,1,51.948,362.54,17.001,55.437,Medium
2,4,male,1,66.195,388.96,14.603,61.169,Medium
0,2,male,1,54.971,339.66,18.101,0,Medium
1,4,male,2,57.708,286.94,20.899,51.525,Medium
3,5,male,1,62.722,283.95,17.882,34.233,Medium
0,1,male,1,78.616,354.87,24.175,74.143,Low
0,1,female,1,48.809,486.86,14.126,71.394,Medium
0,2,male,2,68.88,420.64,11.793,46.729,Medium
0,2,male,1,68.583,320.83,21.178,63.241,Medium
0,1,female,1,55.457,393.69,15.529,58.918,Low
0,2,male,1,82.211,360.32,19.955,83.524,Medium
0,1,male,2,74.976,388.46,15.637,46.829,Medium
3,6,male,1,41.996,260.36,18.843,53.811,Medium
0,1,female,3,58.029,337.65,17.012,71.393,Low
1,2,female,0,53.281,213.87,20.412,49.891,Low
3,5,male,1,45.039,270.83,9.84,74.366,Medium
0,4,female,1,38.968,292.42,20.638,84.301,High
0,2,male,0,54.166,340.4,13.45,34.934,Medium
0,1,male,3,53.69,396.5,14.951,54.418,Low
0,1,female,0,43.803,341.36,17.388,66.44,Low
0,1,female,1,63.289,298.16,15.476,50.912,Low
0,1,male,1,40.718,263.25,17.792,58.36,Low
0,2,female,2,60.925,281.49,14.366,63.693,Medium
0,2,male,1,54.231,355.35,14.784,55.861,Medium
0,4,male,2,63.103,325.78,13.951,76.045,High
0,2,male,1,56.949,361.42,17.638,45.417,Low
1,2,female,0,69.758,349.28,12.889,60.223,Low
0,2,female,2,65.627,374.86,14.903,34.443,Medium
0,4,male,1,49.264,318.77,16.717,62.148,Medium
0,3,male,2,46.202,229.53,20.939,65.354,Medium
2,4,male,0,46.814,238.94,21.305,56.116,Medium
0,1,female,2,62.55,309.68,16.548,48.011,Low
1,2,female,0,60.454,428.65,21.293,53.399,Medium
0,2,male,1,68.382,341.19,15.782,39.862,Medium
0,2,male,2,56.464,333.02,13.514,47.005,High
0,1,male,2,62.965,296.13,19.213,58.461,Medium
4,6,male,2,72.905,352.67,14.395,32.844,Medium
0,1,female,0,67.021,290.56,17.633,94.998,Medium
0,3,male,1,57.024,306.38,20.269,61.196,Medium
3,5,male,2,72.762,306.05,20.77,67.18,Medium
0,2,male,1,61.721,358.92,17.373,36.423,Medium
0,2,male,0,78.759,478.02,14.469,62.118,High
0,2,female,0,52.578,352.07,14.683,58.025,Medium
0,2,male,1,42.438,273.09,15.298,72.621,Medium
0,2,male,1,46.666,367.23,17.718,59.732,Medium
1,2,male,0,44.495,306.66,15.197,71.153,Medium
0,1,female,0,65.348,368.43,15.663,55.774,Low
0,2,male,2,41.739,450.56,16.468,69.048,Medium
0,5,female,1,62.881,297.33,13.802,50.054,Medium
0,2,female,0,56.833,268.06,14.889,135.455,Medium
2,3,female,1,31.015,244.06,14.085,64.889,Medium
0,2,female,2,62.174,391.59,13.591,48.573,Medium
0,1,female,2,30.265,249.19,12.347,57.895,Medium
0,2,male,2,76.498,323.68,16.874,50.075,Medium
2,4,male,2,70.626,367.37,20.031,52.985,Medium
0,1,female,2,66.225,352.6,17.963,55.126,Low
0,1,male,1,42.833,303.82,18.444,95.135,Low
0,1,male,1,60.393,352.8,15.249,56.377,Low
0,1,female,1,59.852,278.8,15.222,67.94,Medium
0,1,male,2,68.23,334.68,15.048,56.749,Low
2,4,female,2,89.248,390.31,14.145,36.486,Medium
0,2,male,0,67.466,313.09,17.084,80.372,Medium
0,1,female,1,54.056,331.02,16.692,63.734,Medium
2,4,female,4,73.809,301.5,20.099,44.051,Medium
1,2,female,1,68.967,433.7,18.989,54.296,Medium
0,1,female,2,48.653,261.11,18.886,49.145,Low
0,1,female,1,47.188,336,15.677,124.22,Low
0,3,male,0,75.816,367.92,16.209,63.143,Medium
0,2,male,0,58.747,314.01,17.618,73.297,Medium
0,2,male,1,43.928,218.28,26.344,60.966,High
1,3,male,2,84.857,388.78,19.096,39.759,Medium
0,2,male,1,53.276,324.17,19.307,74.404,Medium
2,3,female,2,36.126,247.24,18.662,73.264,Medium
1,5,female,1,53.796,430.4,17.66,54.961,Medium
2,3,female,2,66.562,339.16,20.883,61.935,Low
3,5,male,0,30.386,206.94,18.397,64.817,High
0,2,male,1,41.827,304.57,14.789,57.972,Medium
0,2,male,0,38.628,246.56,14.223,54.081,Low
0,1,female,0,63.681,295.32,17.401,0,Medium
0,1,female,4,66.348,278.79,11.512,28.357,Medium
0,3,male,3,67.093,288.09,13.86,107.007,High
1,2,female,2,58.239,237.95,13.248,42.588,Low
0,2,male,1,73.736,294.01,16.987,51.14,Medium
0,2,male,0,57.933,269.54,12.773,50.559,Low
2,6,male,1,37.843,290.45,14.588,49.781,Medium
1,3,female,1,65.342,374.8,23.358,75.497,Medium
0,2,male,1,72.873,296.11,14.974,63.989,Medium
3,5,male,1,63.912,299.59,23.955,67.909,Medium
0,2,male,1,47.55,291.34,17.519,57.078,Medium
0,1,male,0,74.812,348.12,15.043,69.773,Low
2,4,male,0,30.684,313.4,13.211,70.652,High
2,5,male,1,47.621,250.63,15.334,69.267,Medium
0,2,male,2,57.054,314.79,12.599,55.582,Medium
3,5,male,1,66.277,283.37,16.451,52.435,Medium
0,1,female,1,55.484,333.12,22.069,74.514,Medium
0,1,female,2,59.133,398.82,15.908,60.911,Low
0,2,male,2,63.002,291.76,13.487,61.066,Low
0,1,female,0,65.081,345.4,17.211,59.747,Low
0,2,male,0,71.946,403.55,19.205,52.284,Medium
0,2,male,1,39.804,319.87,16.165,96.653,Medium
0,2,male,0,57.891,355.76,16.042,79.822,Medium
0,4,male,1,63.034,309.08,21.143,44.688,High
0,1,female,2,65.083,248.21,18.27,101.446,Medium
0,2,male,2,65.263,301.17,25.84,68.831,Medium
0,1,male,1,53.964,312.41,14.299,44.422,Medium
0,2,male,0,48.588,375.86,19.769,0,Medium
0,2,male,4,57.538,489.74,17.162,73.285,Medium
1,3,female,2,60.1,406.15,12.957,55.867,High
0,1,male,1,57.732,283.47,17.712,50.51,Low
4,6,male,2,68.96,329.29,24.275,48.542,Medium
0,2,male,1,47.225,324.72,22.156,49.219,Medium
0,2,male,1,36.762,293.85,13.566,115.951,Low
NA,NA,NA,1,66.532,372.08,15.379,39.451,NA
1,3,male,1,55.15,303.96,14.414,60.836,Medium
0,2,male,1,45.406,242.05,22.069,88.501,Medium
0,3,female,3,67.839,254.33,24.881,0,Medium
0,2,male,0,37.502,281.9,12.728,96.663,Low
2,3,female,2,69.115,465.15,14.499,91.074,Low
0,1,male,2,67.721,401.5,17.52,46.155,Low
2,4,male,1,60.28,274.59,15.586,51.055,Medium
0,1,male,2,39.763,275.96,17.994,65.019,Low
0,1,male,0,69.267,389.18,18.594,73.618,Low
2,4,male,1,40.96,298.63,19.225,0,Medium
0,1,male,1,67.885,348.62,18.991,79.73,Medium
0,2,male,2,47.962,301.15,19.723,36.285,Medium
0,1,male,0,82.201,345.2,18.753,64.297,Medium
0,2,female,2,53.453,262.11,13.214,50.009,Medium
0,1,female,0,46.513,307.42,19.388,67.976,Low
0,2,male,1,69.765,339.37,17.105,35.775,Medium
2,4,male,2,54.195,266.46,14.247,50.911,Medium
0,2,female,3,45.54,325.61,18.221,48.603,Medium
0,1,male,3,50.412,258.5,18.253,58.23,Medium
2,4,female,1,43.391,257.36,19.726,45.103,Medium
0,4,male,1,48.338,326.15,18.055,41.335,High
0,1,female,1,66.355,301.01,15.093,56.856,Medium
0,1,male,0,58.008,300.43,22.345,81.025,Low
0,1,male,0,78.915,380.87,13.77,44.978,Medium
2,4,male,2,48.258,403.2,16.597,53.596,Medium
0,1,female,0,48.275,302.44,15.402,63.975,Medium
0,2,female,1,49.691,339.01,14.761,51.994,Low
0,1,male,1,74.381,362.98,17.407,77.573,Low
0,2,female,1,28.137,187.03,17.397,62.112,High
0,2,male,1,40.299,310.18,14.318,81.162,Medium
0,2,male,1,59.462,277.53,15.373,59.39,Medium
1,3,female,2,35.691,275.76,19.427,64.827,Medium
2,5,male,1,66.221,315.17,16.176,0,High
3,5,male,1,41.426,318.36,14.75,46.745,Medium
2,4,male,0,57.233,339.65,20.727,83.664,Medium
2,4,male,1,68.447,457.1,18.207,49.34,Medium
3,5,male,2,63.498,396.77,18.599,67.694,Medium
3,4,female,1,44.082,310.54,16.402,65.43,Medium
0,2,male,2,66.847,309.34,14.233,66.174,Medium
1,3,male,0,59.333,282.39,18.611,70.499,Medium
0,2,male,2,61.885,297.5,17.228,70.907,Medium
1,3,male,1,66.219,297.21,19.907,78.572,Medium
0,1,female,1,57.381,393.05,16.479,0,Low
1,3,male,1,63.543,269.53,15.463,48.445,Medium
0,1,female,2,72.829,299.92,23.092,58.094,Medium
1,3,male,2,74.51,311.89,16.736,51.02,Medium
0,2,male,1,53.409,368.67,19.618,66.898,High
0,1,male,1,37.454,276.48,12.56,59.243,Low
0,2,male,1,62.627,316.95,16.812,56.44,Medium
0,1,female,0,49.213,297.98,14.775,31.222,Medium
0,2,female,0,61.24,368.22,18.019,63.69,High
0,2,male,1,68.083,267.45,17.775,50.072,Medium
0,2,male,1,63.155,334.53,20.172,66.959,Medium
1,5,male,1,66.329,396.31,15.955,0,Medium
2,4,female,1,43.051,331,12.544,75.788,Medium
0,1,male,0,58.203,235.94,19.711,63.156,Low
0,1,male,1,65.812,314.44,7.976,90.72,Medium
0,1,female,1,72.859,304.8,20.384,61.545,Low
0,2,male,2,53.61,309.28,17.334,76.402,Medium
3,6,female,2,64.504,349.86,16.921,100.009,High
0,2,male,1,62.826,268.92,15.715,48.117,Medium
0,1,male,0,52.848,258.46,16.938,35.794,Low
2,7,female,2,51.245,332.33,15.057,85.361,Medium
0,1,female,1,47.937,300.37,16.447,65.967,Low
0,2,female,2,62.089,308.3,22.783,57.244,Medium
0,2,male,2,35.458,258.8,16.272,NA,Medium
0,1,female,2,39.378,235.01,19.939,49.629,Medium
0,1,male,1,61.275,315.4,22.193,63.371,Medium
0,1,male,2,89.05,311.03,15.505,48.666,Medium
1,4,female,1,51.797,289.8,18.129,81.688,Medium
3,5,male,0,57.632,262.41,17.888,59.526,Medium
0,2,female,1,70.495,364.19,16.408,51.784,High
0,1,female,2,50.406,344.36,15.898,57.821,Medium
1,2,female,2,57.438,310.05,17.449,36.251,Medium
3,5,male,1,73.217,389.46,20.726,81.171,Medium
0,1,male,2,35.619,265.41,20.72,80.055,Medium
2,3,female,1,74.289,375.89,12.138,69.123,Medium
0,2,male,1,55.859,261.57,13.098,66.264,Medium
0,2,male,0,37.136,339,14.11,40.707,Medium
1,6,male,2,76.755,365.34,18.727,39.352,High
0,3,male,1,64.765,303.2,19.175,72.659,High
2,4,male,1,63.889,303.96,16.674,38.698,Medium
0,2,male,1,60.806,361.5,12.572,85.491,Low
0,2,male,0,51.532,370.97,18.554,60.137,Medium
0,3,male,1,77.409,371.1,11.366,39.985,High
1,2,male,1,84.824,350.1,16.863,47.609,Medium
2,4,female,0,55.414,371.75,19.415,86.981,Medium
0,2,male,2,50.389,354.83,16.591,82.62,Medium
0,2,male,0,60.421,431.21,11.748,50.365,Medium
0,1,male,2,53.642,343.77,14.256,34.378,Low
2,3,female,1,66.141,348.63,22.321,56.2,Low
0,2,female,0,50.26,251.98,18.351,32.536,Low
1,4,male,1,31.408,225.5,20.176,52.024,High
3,5,male,1,38.922,278.04,14.904,43.666,High
0,1,female,1,54.187,310.07,14.155,78.54,Low
0,1,male,1,64.064,352.19,19.004,64.368,Low
0,1,male,1,72.009,336.69,14.693,43.221,High
0,1,female,1,102.803,378.05,18.012,44.303,Low
0,1,male,2,23.301,361.7,16.937,83.902,Low
0,1,female,2,52.294,252.77,19.094,54.996,Medium
0,2,male,1,81.101,378.83,25.856,83.52,High
0,1,female,0,49.465,319.63,18.151,65.616,Low
0,1,female,2,57.117,322.69,18.354,79.952,Medium
0,2,male,2,65.935,261.67,11.058,66.292,Medium
0,1,male,1,55.907,224.54,20.79,59.921,High
0,1,female,0,66.953,391.71,16.247,43.273,Low
2,3,female,1,78.772,384.26,22.382,79.532,Medium
0,3,male,1,82.105,367.82,12.155,77.575,Medium
0,1,female,1,61.08,277.06,20.113,45.786,Medium
1,3,male,0,68.188,366.67,19.755,50.652,Medium
0,1,female,0,67.562,363.07,20.281,68.325,Medium
0,1,female,0,86.161,289.85,18.279,55.915,Medium
0,1,female,1,39.347,265.44,12.438,65.053,Low
0,1,male,0,60.665,337.34,19.792,72.729,High
0,2,male,1,38.682,371.32,17.594,69.179,Medium
0,1,male,1,43.043,268.53,16.212,102.063,Medium
0,2,male,2,61.422,341.3,18.524,63.897,Medium
4,7,female,0,54.812,313.34,17.086,42.972,Medium
3,5,male,0,67.356,237.46,17.153,32.103,Medium
0,4,male,2,70.266,245.88,19.618,65.433,Medium
0,2,male,3,52.484,349.45,14.43,75.008,Medium
0,2,male,2,70.047,312.99,8.919,53.943,High
0,2,male,1,71.794,311.96,14.559,58.149,Medium
4,6,female,0,49.044,304.31,15.322,70.908,High
0,1,male,0,53.701,406.52,16.532,43.461,Low
0,2,male,1,60.748,442.42,15.98,84.033,Medium
0,3,female,2,56.681,255.56,10.414,50.919,Medium
2,4,female,0,41.596,288.61,18.737,60.113,Medium
0,1,male,0,70.294,277.01,16.388,59.875,Low
0,1,male,3,46.397,265.66,22.729,102.964,Medium
1,3,female,2,47.887,241.01,20.046,69.757,Medium
1,3,female,1,49.643,365.1,10.278,64.592,Medium
0,1,male,1,59.51,281.74,18.759,43.683,Medium
1,2,female,1,56.032,299.13,19.068,52.186,Medium
0,2,female,2,53.651,366.42,15.17,69.281,Medium
0,2,male,1,57.204,295.36,13.828,100.778,Low
0,3,male,1,77.207,368.53,20.378,36.74,Medium
0,2,male,2,54.699,501.28,16.239,49.69,Medium
0,2,male,2,43.428,315.08,14.617,64.429,Low
0,2,male,1,28.408,249.85,12.412,45.96,Medium
1,3,male,1,47.106,276.27,16.721,71.173,Medium
2,4,male,1,74.148,402.99,15.17,53.55,Medium
4,6,male,2,65.197,300.37,8.532,73.515,Medium
0,2,male,1,53.052,289.75,19.469,62.33,Medium
0,1,female,2,49.938,320.56,15.909,58.193,Low
0,1,female,1,62.825,298.85,14.142,34.803,Low
0,3,male,1,34.741,242.2,18.897,41.296,Medium
0,1,male,1,71.173,353.91,14.631,78.246,Low
0,2,female,1,57.104,241.46,18.368,58.269,Medium
0,3,female,1,61.449,299,14.753,66.409,Medium
0,2,male,0,63.15,480.94,20.706,53.161,Medium
0,3,male,1,69.663,433.38,13.649,62.691,Medium
0,2,male,1,61.218,301.42,17.77,82.689,Medium
3,5,male,1,72.503,346.34,22.558,67.567,High
3,6,female,0,46.461,404.48,18.217,54.324,Medium
0,2,male,0,59.118,276.83,20.572,63.05,Medium
1,3,male,1,66.653,342.1,19.687,104.638,High
0,2,male,1,68.442,236.85,20.556,55.325,Low
2,3,female,2,75.913,331.05,17.135,61.973,Medium
1,3,male,1,70.867,356.25,22.184,54.925,Medium
2,4,male,1,73.883,370.9,16.475,67.013,High
0,1,female,1,33.853,247.4,19.493,58.729,Medium
1,3,male,1,48.895,265.49,16.619,63.696,Medium
0,1,female,1,31.976,258.83,19.324,66.054,Low
1,3,female,0,61.578,353.27,17.562,49.563,Medium
0,2,male,1,50.611,261.32,15.377,41.14,Low
0,1,male,0,76.236,387.55,20.773,52.464,Low
0,2,male,1,70.49,334.04,15.899,81.795,Low
0,2,male,1,64.09,407.58,21.852,98.08,High
0,1,female,1,65.521,324.4,12.43,61.111,Medium
0,2,female,1,70.363,294.83,16.002,38.948,Medium
0,1,male,1,43.3,217.72,15.51,80.16,Low
0,1,male,0,64.805,373.21,14.489,60.762,Low
2,4,male,2,68.593,299.98,15.593,47.416,Medium
0,2,male,0,65.722,390.19,15.493,62.769,Medium
2,3,female,0,54.884,293.82,9.129,65.952,Low
2,4,male,2,56.033,352.13,15.906,71.966,Medium
2,4,female,1,65.342,262.57,19.498,49.664,Medium
0,1,male,1,42.391,246.01,16.847,62.865,Medium
0,2,male,0,78.826,395.73,15.822,71.136,Medium
0,1,male,1,66.639,253.4,11.898,30.76,Medium
0,1,female,1,60.513,244.2,14.065,65.885,Medium
3,5,male,2,43.529,257.55,20.745,46.182,High
0,1,female,2,70.167,398.55,15.548,56.166,Low
0,2,male,1,36.309,282.13,18.356,98.399,High
0,1,male,0,45.028,348.7,25.746,67.592,Medium
1,2,female,0,62.071,373.41,16.341,48.612,Low
0,4,female,1,82.139,305.8,11.919,43.519,Medium
0,1,female,1,52.119,276.24,19.002,43.418,Low
1,3,male,2,62.366,302.17,19.159,58.748,Medium
2,4,male,1,58.964,354.37,20.106,56.324,High
0,1,male,1,52.266,330.81,17.06,61.549,Medium
2,8,female,1,58.67,276.58,18.269,136.329,High
0,2,male,0,41.353,326.01,18.64,65.916,Medium
0,2,male,3,47.315,284.23,13.047,61.427,Medium
1,3,male,1,34.781,231.15,14.687,70.232,Medium
1,5,female,1,43.88,302.07,14.85,65.726,Medium
0,1,male,2,63.866,312.69,24.514,80.872,Low
2,4,male,0,44.96,265.24,16.185,46.178,Medium
1,3,male,0,65.984,360.48,17.755,88.785,Medium
2,4,male,0,33.649,218.84,10.844,42.33,Medium
2,3,female,0,34.093,261.53,14.589,66.435,Medium
1,2,female,1,35.151,259.39,17.367,69.699,Medium
0,3,male,3,55.854,294.21,15.467,32.569,Medium
0,2,male,1,35.077,233.05,16.608,63.003,Medium
0,1,female,1,52.663,340.1,16.774,68.528,Medium
0,1,male,1,56.686,336.29,18.81,78.287,Low
0,1,female,1,84.961,339.41,13.863,60.666,Medium
0,1,male,1,63.961,346.25,17.099,82.382,Low
2,3,female,2,63.467,262.26,13.548,68.611,Medium
0,2,male,1,56.34,382.28,11.897,63.886,Medium
0,1,female,0,17.028,264.24,11.54,58.667,Low
1,3,female,2,69.801,276.29,20.328,54.768,Medium
0,1,male,1,68.153,323.77,11.558,37.936,Medium
0,2,male,1,54.893,282.94,20.581,73.18,Medium
0,1,female,2,87.802,374.6,15.256,65.742,Medium
2,3,female,0,70.309,305.11,16.291,71.234,Medium
0,1,male,1,62.628,321.38,16.6,77.915,Low
1,2,male,1,76.588,303.77,19.278,69.155,Medium
1,3,male,0,52.755,332.21,17.436,86.216,Medium
0,2,male,1,53.529,268.17,13.955,64.159,Medium
0,1,female,3,57.299,361.17,15.205,41.787,Low
0,2,male,0,57.486,325.93,17.846,55.789,Low
0,2,male,1,58.587,293.54,22.536,0,High
3,5,female,1,43.908,309.42,16.686,70.602,Medium
0,2,female,0,54.597,350.99,14.747,51.245,Medium
0,1,female,1,51.987,407.3,18.022,0,Low
0,2,female,1,50.178,304.23,16.338,52.78,Medium
0,2,male,1,55.888,316.5,11.885,46.02,Low
0,1,female,1,63.069,392.42,22.188,65.872,Low
2,4,male,2,50.901,304.65,21.138,74.822,Medium
0,1,female,3,50.004,346.19,14.172,54.89,Low
2,6,male,1,59.022,417.59,13.638,72.945,High
0,2,female,2,66.226,320.49,13.22,43.626,Medium
1,2,female,1,43.853,203.29,18.885,66.65,Medium
1,3,female,0,58.743,252.24,17.304,36.949,Medium
3,5,female,0,70.209,338.38,17.334,117.9,High
0,4,male,1,47.825,359.08,16.452,54.037,High
2,4,male,1,61.578,290.51,20.92,73.246,High
0,1,female,2,57.034,379.38,13.262,0,Medium
0,2,female,2,53.332,361.38,18.586,99.487,Medium
0,2,male,1,66.826,400.77,17.607,74.664,Medium
0,1,male,0,48.126,390.96,22.196,73.252,Low
0,2,male,2,58.764,300.91,15.824,43.768,Medium
0,2,female,0,57.167,296.82,19.107,74.438,Medium
0,2,male,1,81.332,316.59,18.492,58.011,Medium
0,1,female,0,58.21,290.67,12.661,44.012,Low
0,2,male,1,42.181,252.89,18.571,53.303,Low
0,1,male,1,55.41,283.2,18.644,98.607,Low
1,3,female,0,65.608,282.44,17.339,0,Medium
0,3,female,1,40.83,275.62,15.424,56.975,Medium
0,2,male,2,44.051,315.66,19.393,63.238,Medium
2,4,male,0,49.715,375.11,14.568,103.176,Medium
0,1,female,0,58.457,271.86,18.217,47.493,Low
2,5,male,1,51.817,330.62,17.332,59.441,Medium
0,2,female,1,56.672,529.28,18.902,48.419,Medium
0,1,male,0,63.627,312.31,17.124,78.403,Medium
0,1,male,0,66.696,429.5,14.96,62.182,Low
0,1,female,1,50.352,242.92,20.351,56.206,Low
0,2,male,2,73.11,334.84,18.776,58.954,Medium
0,2,female,2,66.477,353.52,15.296,58.344,High
0,1,male,0,88.765,384.54,14.773,57.86,Medium
0,1,male,0,52.802,316.46,20.33,64.28,Medium
2,3,female,2,42.616,285.75,15.19,66.649,Medium
0,1,female,2,74.842,317.82,16.865,61.024,Low
0,2,male,1,49.341,442.45,14.627,70.419,Medium
0,1,male,2,79.912,315.96,15.458,38.845,Low
0,2,male,0,46.022,235.81,13.087,73.255,Medium
0,2,female,1,59.949,356.86,13.556,60.213,Medium
0,1,female,1,72.114,326.36,17.028,52.4,Low
0,2,male,1,44.137,283.13,19.096,47.319,Low
0,1,female,4,50.213,336.64,15.798,0,Low
0,2,male,2,81.099,315.91,18.872,51.181,Medium
0,2,male,1,55.935,321.97,17.439,58.282,Low
0,2,male,0,78.092,340.12,18.939,54.684,Medium
1,4,female,2,49.874,275.44,14.271,58.205,High
0,1,female,2,90.237,300.75,16.674,44.496,Medium
0,2,male,2,52.393,263.04,14.278,61.346,Medium
2,4,male,0,55.631,275.56,18.239,57.046,Medium
0,2,male,2,44.945,280.54,15.568,43.722,Low
0,2,male,2,58.165,338.26,16.823,82.472,Medium
1,2,female,2,68.235,352.13,18.132,55.834,Medium
2,4,male,1,71.056,357.76,16.086,68.527,Medium
0,2,male,1,65.439,377.22,18.213,58.692,High
1,3,female,0,63.022,353.58,18.656,77.296,Low
0,2,male,1,55.704,271.49,19.993,63.884,Low
0,2,male,1,84.562,357.81,16.891,68.461,Medium
0,2,male,1,71.073,274.74,17.226,46.121,Medium
0,2,female,2,44.035,281.01,9.162,92.659,High
1,3,female,0,31.707,280.18,8.908,45.55,Medium
0,2,male,1,71.656,381.78,21.123,74.24,Low
0,1,female,1,54.355,232.15,19.601,71.208,Low
1,3,female,1,57.8,253.43,19.034,82.305,Medium
3,6,female,1,66.187,316.19,17.563,36.906,Medium
1,2,female,1,39.242,252.47,19.69,55.205,Low
0,3,female,1,57.268,350.09,13.193,59.264,High
0,1,female,1,59.358,286.89,19.291,49.33,Low
1,3,male,1,47.643,287.22,20.25,42.355,Medium
1,4,female,2,39.811,319.94,16.29,64.677,Medium
0,2,male,1,53.251,306.65,17.942,45.489,Low
0,2,male,1,38.913,282.22,17.14,73.258,Low
1,6,male,1,48.195,255.83,15.388,54.742,Medium
1,3,female,1,55.664,256.85,14.051,40.298,High
1,3,male,0,65.294,285.09,13.852,51.347,Medium
0,1,female,0,78.51,451.62,18.384,62.183,Low
2,4,male,1,76.364,364.78,20.403,53.393,Medium
3,5,male,0,64.694,328.75,15.493,67.277,Medium
0,1,male,0,52.62,332.98,16.393,75.246,Medium
2,4,male,1,53.297,336.72,14.944,82.311,Medium
0,3,female,1,68.773,338.18,19.455,48.249,Medium
