Platform,genre,avg.review,daily.listens,total.reviews,subscribers
Apple Podcasts,Documentary,0,4290.31,0,987.25
Apple Podcasts,Comedy,4.21,4663.87,907,621.66
Apple Podcasts,Documentary,4.38,4473.62,846,976.02
Apple Podcasts,News & Culture,4.52,4568.09,870,506.05
YouTube,Comedy,4.9,4844.39,819,697.88
Apple Podcasts,Comedy,4.37,4694.96,918,475.22
Apple Podcasts,Documentary,4.58,4467.34,1130,997.84
Apple Podcasts,Documentary,4.57,4426.31,1064,817.54
Apple Podcasts,Documentary,4.37,4329.89,945,641.69
Spotify,Comedy,4.31,4683.52,925,576.68
Apple Podcasts,Comedy,4.9,4572.77,654,710.73
Spotify,Comedy,4.58,4657.59,883,417.71
Apple Podcasts,Documentary,4.18,4256.71,1190,677.82
Apple Podcasts,Documentary,4.89,4346.61,1068,911.11
Apple Podcasts,News & Culture,4.74,4462.69,938,537.68
Apple Podcasts,News & Culture,4.79,4466.1,979,374.46
Apple Podcasts,Comedy,4.59,4985.61,1133,592.26
Apple Podcasts,Comedy,3.5,4617.46,517,628.36
Apple Podcasts,Comedy,5,4668.3,978,513.74
Apple Podcasts,News & Culture,4.55,4560.17,972,414.54
Apple Podcasts,News & Culture,4.67,4256.62,786,292.8
Spotify,Documentary,4.68,4459.16,1029,759.92
Apple Podcasts,Documentary,4.45,4292.68,756,877.5
Apple Podcasts,Documentary,4.24,4411.88,1133,651.32
Apple Podcasts,Comedy,4.07,4716.67,1434,461.43
Apple Podcasts,News & Culture,4.45,4573.76,728,809.92
Apple Podcasts,Documentary,4.4,4598.21,1160,874.02
Apple Podcasts,Comedy,4.76,4823.68,1059,593.27
BBC Sounds,Comedy,4.11,4806.67,1104,480.3
Apple Podcasts,Comedy,5,4558.65,864,355.81
YouTube,Comedy,4.88,4608.78,973,417.19
YouTube,News & Culture,4.08,4422.18,672,554.53
Spotify,Documentary,4.63,4446.97,1153,847.79
Apple Podcasts,Comedy,4.61,4802.12,1103,481
Apple Podcasts,News & Culture,4.47,4439.22,880,616.53
Apple Podcasts,Comedy,4.23,4832.58,877,664.13
Apple Podcasts,News & Culture,3.76,4571.18,898,473.5
BBC Sounds,Documentary,4.11,4414.81,817,894.31
Apple Podcasts,News & Culture,4.76,4124.88,662,360.82
Apple Podcasts,News & Culture,4.66,4534.07,848,483.29
Apple Podcasts,Documentary,4.54,4111.8,819,888.43
Apple Podcasts,Documentary,3.75,4265.93,1072,786.04
Apple Podcasts,Documentary,4.86,4446.69,981,754.14
Apple Podcasts,News & Culture,4.41,4475.81,890,511.93
Apple Podcasts,Comedy,4.63,4729.52,943,661.94
Apple Podcasts,Comedy,4.4,4700.33,1080,370.6
YouTube,Comedy,4.58,4519.11,985,298.97
Apple Podcasts,Comedy,4.55,4787.98,949,495.15
Apple Podcasts,Documentary,4.2,4324.12,830,980.77
Apple Podcasts,Comedy,4.48,4751.26,1297,476.43
Apple Podcasts,News & Culture,4.44,4202.01,929,145.49
Spotify,News & Culture,3.63,4638.62,1008,618.94
Apple Podcasts,Comedy,4.29,4681.3,1027,510.43
Apple Podcasts,Documentary,4.54,4299.77,844,970.83
Apple Podcasts,Comedy,3.5,4531.26,825,421.89
Apple Podcasts,Comedy,4.85,4707.57,921,453.1
Apple Podcasts,News & Culture,4.21,4630.46,918,638.78
Apple Podcasts,Comedy,4.75,4592.45,684,843.96
Apple Podcasts,Documentary,3.37,4332.28,999,942.8
YouTube,Comedy,4.34,4763.9,1031,384.83
Apple Podcasts,News & Culture,4.5,4347.15,680,479.18
Apple Podcasts,Comedy,3.92,4847.31,1068,815.74
Apple Podcasts,Comedy,4.18,4800.66,810,622.18
Apple Podcasts,News & Culture,4.66,4623.25,1354,-2
Apple Podcasts,Documentary,3.26,4210.44,838,1144.06
Apple Podcasts,News & Culture,4.2,4435.56,914,587.95
Apple Podcasts,News & Culture,4.34,4649.1,1061,671.15
Apple Podcasts,Comedy,3.45,4546.66,819,181.98
YouTube,Documentary,4,4367.81,979,823.57
Apple Podcasts,Documentary,4.57,4226.53,811,937.91
Apple Podcasts,Comedy,4.5,4671.4,956,482.24
Apple Podcasts,Comedy,4.53,4556.07,616,588.31
YouTube,Documentary,4.05,4340.95,1153,884.92
Apple Podcasts,Comedy,4.19,4639.31,953,425.61
Apple Podcasts,News & Culture,4.04,4632.25,1096,529.64
Apple Podcasts,News & Culture,4.51,4331.29,799,659.29
Apple Podcasts,Documentary,3.12,4301,891,841.73
Apple Podcasts,News & Culture,4.02,4571.4,1229,331.92
YouTube,News & Culture,4.37,4262.1,926,461.34
Apple Podcasts,Documentary,4.63,4238.8,891,754.93
Apple Podcasts,Comedy,4.31,4483.93,624,573.46
Apple Podcasts,Comedy,4.43,4715.69,901,630.82
Apple Podcasts,Comedy,4.08,4687.43,1330,504.5
Spotify,Comedy,4.33,4715.42,1001,558.14
Apple Podcasts,News & Culture,3.85,4562.13,957,501.62
YouTube,Comedy,4.27,4740.91,995,553.55
Apple Podcasts,Comedy,4.39,4574.46,1129,417.06
Apple Podcasts,News & Culture,4.62,4508.13,935,529.59
Spotify,Documentary,4.51,4443.3,864,912.79
YouTube,Documentary,4.4,4217.8,879,674.81
Apple Podcasts,News & Culture,4.43,4245.32,826,537.77
Apple Podcasts,Documentary,4,4434.45,1031,892.63
Apple Podcasts,Comedy,3.12,4579.36,897,300.05
Spotify,News & Culture,4.48,4753.92,1302,208.65
Apple Podcasts,Comedy,4.85,4832.25,1240,440.31
Apple Podcasts,Documentary,4,4339.38,1002,842.37
Apple Podcasts,News & Culture,4.46,4658.95,902,668.03
Apple Podcasts,Documentary,4.17,4296.87,914,810.26
Apple Podcasts,News & Culture,4.34,4282.82,765,312.29
Apple Podcasts,Comedy,4.61,4623.99,872,424.89
Apple Podcasts,News & Culture,4.5,4723.05,1000,585.77
Apple Podcasts,Documentary,4.7,4456.85,997,776.19
Apple Podcasts,News & Culture,4.59,4523.98,709,347.21
YouTube,Documentary,4.41,4339.51,911,926.68
Apple Podcasts,Documentary,4.06,4439.94,981,1059.78
YouTube,News & Culture,4.5,4629.5,1212,709.87
BBC Sounds,News & Culture,4.58,4375.54,896,465.4
Apple Podcasts,Documentary,3.98,4263.53,756,860.19
Apple Podcasts,News & Culture,4.09,4627.41,908,557.4
Apple Podcasts,News & Culture,3.42,4493.16,898,704.79
BBC Sounds,News & Culture,4.16,4272.74,762,301.42
Apple Podcasts,Comedy,4.6,4765.81,907,607.56
Spotify,Comedy,3.33,4856.48,1192,592.68
Apple Podcasts,Comedy,4.28,4642.22,1121,509.19
Spotify,Documentary,3.73,4470.89,1162,767.79
Apple Podcasts,News & Culture,4.85,4504.78,1037,389.93
YouTube,News & Culture,4.22,4580.27,907,581.43
Apple Podcasts,Comedy,1,4727.44,710,584.85
Apple Podcasts,Comedy,4.55,4572.17,814,644.4
Spotify,Documentary,4.12,4281.49,970,957.74
YouTube,Comedy,4.59,4572.9,817,388.49
Apple Podcasts,Documentary,4.5,4260.25,984,775.01
Apple Podcasts,Documentary,4.7,4433.69,1239,684.62
Apple Podcasts,News & Culture,4.72,4474.42,856,426.16
Apple Podcasts,Comedy,3.62,4819.41,1043,585.11
Apple Podcasts,News & Culture,4.41,4495.37,971,622.68
Spotify,News & Culture,4.84,4653.27,1002,499.45
Apple Podcasts,Comedy,4.29,4642.28,1005,599.25
Spotify,News & Culture,4.08,4359.45,1048,519.37
Apple Podcasts,Comedy,4.71,4731.59,758,600
Apple Podcasts,Comedy,3.22,4633.02,971,352.84
Apple Podcasts,News & Culture,4.33,4765.25,1096,453.1
Apple Podcasts,Comedy,3.93,4766.46,705,618.82
Apple Podcasts,News & Culture,4.75,4444.27,646,706.81
Apple Podcasts,Documentary,3.37,4292.28,759,965.62
Apple Podcasts,Documentary,4.58,4450.55,1068,866.77
Apple Podcasts,Documentary,4.63,4246.95,659,760.87
Apple Podcasts,Documentary,4.44,4385.94,1135,790.59
Apple Podcasts,Comedy,4.86,4584.68,952,364.24
Apple Podcasts,Comedy,4.78,4591.65,1037,369.43
Apple Podcasts,News & Culture,4.69,4574.44,1125,368.22
Spotify,Documentary,0,4413.9,0,885.26
Apple Podcasts,Comedy,3.55,4782.53,782,771.91
Apple Podcasts,News & Culture,4.36,4492.62,787,793.82
Apple Podcasts,Documentary,4.45,4425.84,1179,859.57
Apple Podcasts,News & Culture,3.94,4381.69,853,572.03
YouTube,Comedy,4.03,4907.39,1251,463.25
Apple Podcasts,News & Culture,4,4493.97,977,683.97
Apple Podcasts,News & Culture,5,4543.25,775,576.19
Spotify,News & Culture,4.31,4639.96,990,577.44
Spotify,Documentary,4.88,4248.22,1156,688
Apple Podcasts,Comedy,4.6,4718.02,1000,520.6
Apple Podcasts,News & Culture,4.41,4687.74,1039,452.33
Apple Podcasts,Documentary,3,4266.93,901,770.09
Apple Podcasts,News & Culture,4.55,4599.75,867,407.71
Apple Podcasts,Comedy,4.23,4802.22,888,481.68
YouTube,Documentary,4.2,4273.2,908,733.02
Apple Podcasts,Documentary,4.39,4291.55,747,845.32
Apple Podcasts,Documentary,4.61,4406.31,923,797.27
Apple Podcasts,News & Culture,4.24,4539.38,702,735.69
Apple Podcasts,Documentary,4.2,4158.08,732,873.77
Apple Podcasts,Comedy,4.5,4480.26,1015,433.45
Apple Podcasts,Documentary,4.73,4171.28,821,854.59
Apple Podcasts,News & Culture,4.62,4201.03,683,214.99
Apple Podcasts,Documentary,4.48,4299.56,981,836.66
Apple Podcasts,News & Culture,4.39,4602.63,854,548.02
YouTube,Documentary,4.5,4344.6,1081,930.83
Spotify,News & Culture,3.88,4524.99,773,458.59
Spotify,News & Culture,5,4560,974,232.72
Apple Podcasts,News & Culture,4.25,4307.6,1147,480.05
Apple Podcasts,Documentary,4.62,4504.61,969,814.09
Apple Podcasts,News & Culture,1,4159.93,793,437.64
Apple Podcasts,Comedy,4.54,4622.47,970,597.22
Spotify,News & Culture,3.66,4458.65,1034,398.7
Apple Podcasts,Documentary,3.87,4253.35,1118,883.43
Apple Podcasts,Comedy,5,4766.6,1190,580.26
YouTube,News & Culture,3.78,4595.4,1093,469.12
Apple Podcasts,Documentary,4.8,4490.96,1027,974.27
Apple Podcasts,News & Culture,4.5,4550.18,1029,542.42
YouTube,Documentary,4.6,4347.54,806,810.51
Spotify,Documentary,3.66,4190.08,844,762.11
YouTube,News & Culture,4.5,4738.19,1176,565.19
Apple Podcasts,Comedy,4.9,4608.64,873,676.47
Apple Podcasts,Comedy,4.26,4595.58,1031,526.12
Apple Podcasts,News & Culture,3.95,4625.44,1006,601.12
Apple Podcasts,News & Culture,4.25,4344.62,918,629.76
Spotify,News & Culture,4.7,4584.43,677,613.21
YouTube,News & Culture,3.68,4528.7,1218,479.14
Apple Podcasts,News & Culture,4.75,4447.6,715,535.97
Spotify,Documentary,4.23,4276.67,923,806.77
Apple Podcasts,Comedy,4.57,4518.44,1035,467.67
Apple Podcasts,Comedy,4.83,4863.87,1313,579.12
Apple Podcasts,News & Culture,4.46,4557.39,1030,317.61
Apple Podcasts,News & Culture,4.46,4101.43,669,460.12
Apple Podcasts,Comedy,4.04,4647.69,1128,636.04
Apple Podcasts,Documentary,4.25,4198.12,987,622.35
Apple Podcasts,Comedy,4.45,4727.56,993,564.51
Apple Podcasts,News & Culture,3.88,4746.2,1009,560.34
Apple Podcasts,Documentary,4,4377.94,987,652.28
Apple Podcasts,Comedy,4.53,4680.41,834,556.66
Apple Podcasts,News & Culture,4.2,4325.85,710,359.34
Apple Podcasts,Documentary,3.81,4453.45,946,927.73
YouTube,Comedy,4.43,4740.91,1096,768.21
Apple Podcasts,Comedy,4.79,4501.79,610,522.7
Apple Podcasts,Documentary,4.12,4393.15,943,943.72
Apple Podcasts,Documentary,4.37,4430.78,986,825.66
Apple Podcasts,News & Culture,4.2,4484.59,792,399.53
Spotify,News & Culture,4.69,4662.25,896,581.57
Apple Podcasts,Comedy,4.33,5011.82,1181,842.2
Apple Podcasts,Documentary,3.53,4344.18,838,822.39
Apple Podcasts,Documentary,4.53,4659.15,1210,1070.56
Apple Podcasts,News & Culture,3.2,4327.07,926,393.38
Apple Podcasts,Documentary,3.84,4401.92,795,654.39
Apple Podcasts,Comedy,5,4523.1,1018,350.06
Apple Podcasts,Comedy,5,4803.89,1025,641.68
Apple Podcasts,Documentary,4.59,4459.2,855,1054.7
Apple Podcasts,Comedy,4.31,4578.39,892,454.05
Apple Podcasts,News & Culture,4.16,4359.51,886,499.91
Apple Podcasts,Documentary,4.51,4219.92,1016,725.36
Spotify,Documentary,4.86,4386.96,780,933.29
Apple Podcasts,Documentary,4.53,4193.14,587,855.23
Apple Podcasts,News & Culture,4.5,4498.18,845,360.82
Spotify,Documentary,4.5,4165.1,1006,808.22
Spotify,Comedy,4.79,4684.22,871,561.97
Apple Podcasts,Documentary,4.28,4234.8,1198,834.37
Apple Podcasts,Comedy,4.7,4682.44,756,320.89
Spotify,Documentary,3.81,4360.19,990,925.26
Spotify,Comedy,4.18,4792.74,1076,511.54
YouTube,Comedy,3.76,4892.77,1079,532.9
Apple Podcasts,Comedy,4.72,4640.77,1132,555.06
Spotify,Comedy,5,4678.71,1019,608.25
Spotify,Comedy,4.09,4636.43,775,678.05
Spotify,Comedy,4.17,4789.81,949,459
Apple Podcasts,Comedy,3.78,4875.35,964,727.24
Apple Podcasts,Documentary,4.33,4456.52,924,716.46
Apple Podcasts,Comedy,4.47,4662.51,940,692.65
Spotify,Comedy,4.41,4620.75,758,533.34
Spotify,Documentary,4.13,4264.97,755,792.58
Spotify,News & Culture,4.69,4644.34,953,556.28
Apple Podcasts,Comedy,3.66,4566.71,850,490.97
Apple Podcasts,News & Culture,3.94,4467.1,926,487.46
Apple Podcasts,Comedy,4.42,4579.66,834,574.57
BBC Sounds,News & Culture,4.85,4379.69,642,604.03
Apple Podcasts,Documentary,4.47,4359.67,716,1108.58
Apple Podcasts,Documentary,4.29,4469.13,1096,751.53
Spotify,Comedy,3.67,4806.78,932,700.62
Apple Podcasts,News & Culture,4.8,4301.58,702,369.9
Apple Podcasts,Documentary,4.37,4274.83,961,801.48
Apple Podcasts,Comedy,3.87,4495.4,564,418.31
YouTube,Comedy,4.5,4548.84,1004,471.03
Apple Podcasts,Comedy,4.71,5085.77,1024,550.55
YouTube,Documentary,4.48,4399.91,1131,559.31
Apple Podcasts,Documentary,4.57,4357.26,1062,848.79
Apple Podcasts,News & Culture,4.63,4639.9,908,604.97
Apple Podcasts,News & Culture,4.11,4714.81,877,630.62
Apple Podcasts,Documentary,4.28,4288.52,907,806
Apple Podcasts,Comedy,4,4448.1,765,315.37
Apple Podcasts,News & Culture,3.6,4471.72,892,517.09
Apple Podcasts,Documentary,4.17,4255.55,1106,825.39
Apple Podcasts,Comedy,4.62,4544.11,884,498.53
Apple Podcasts,News & Culture,4.14,4364.47,823,521.01
YouTube,Documentary,3.74,4246.92,895,679.87
Apple Podcasts,Comedy,4.62,4970.68,1350,775.83
Spotify,News & Culture,4.55,4391.29,996,449.35
Apple Podcasts,News & Culture,4.61,4421.28,626,511.8
Apple Podcasts,Documentary,4.85,4279.85,1079,1095.87
Apple Podcasts,Documentary,3.9,4174.15,903,869.81
Apple Podcasts,Documentary,4.41,4344.01,1191,731.56
Apple Podcasts,News & Culture,4.25,4716.82,1009,419.01
Apple Podcasts,Comedy,5,4768.44,937,528.99
Apple Podcasts,News & Culture,4.05,4305.71,599,431.24
Apple Podcasts,Comedy,4.3,4590.61,756,567.37
Spotify,News & Culture,4.63,4275.83,1243,441.84
Apple Podcasts,Documentary,4.5,4464.88,1295,786.2
Apple Podcasts,Comedy,3.58,4669.45,845,571.85
Spotify,Documentary,4.58,4435.79,1077,653.34
Apple Podcasts,Documentary,4.54,4391.6,1007,588.44
Apple Podcasts,Documentary,4.47,4338.65,734,811.45
Apple Podcasts,News & Culture,4.07,4426.04,1064,221.23
Apple Podcasts,Comedy,4.75,4841.79,1083,581.87
YouTube,News & Culture,4.5,4468.51,705,419.73
Spotify,News & Culture,4.75,4471.17,886,394.5
Apple Podcasts,Comedy,4.68,4824.76,1002,614.57
Apple Podcasts,News & Culture,4.8,4560.37,809,639.85
Spotify,Documentary,4.52,4311.34,956,623.28
Apple Podcasts,Documentary,4.62,4310.29,957,720.68
Apple Podcasts,Comedy,3.74,4724.73,1060,594.46
Spotify,Documentary,4.14,4504.26,1345,840.65
BBC Sounds,Comedy,4.5,4592.78,935,301.67
Spotify,Comedy,4.57,4843.17,1255,672.93
Apple Podcasts,News & Culture,4.22,4588.66,875,540.2
Apple Podcasts,Documentary,4.7,4136.51,734,945.33
Apple Podcasts,News & Culture,4.65,4493.57,912,517.28
Spotify,Documentary,4.63,4457.47,1104,780.01
Spotify,Comedy,4.55,4909.18,895,773.25
Apple Podcasts,Documentary,4.16,4431.34,908,870.08
Apple Podcasts,Documentary,4.66,4455.76,954,817.81
Apple Podcasts,Documentary,4.38,4316.66,969,1027.81
BBC Sounds,Documentary,4.76,4150.69,1100,721.24
Apple Podcasts,Comedy,4.86,4728.39,909,819.81
Apple Podcasts,Comedy,4.81,4817.56,867,814.63
Apple Podcasts,Documentary,4.8,4441.24,1046,1148.28
Apple Podcasts,News & Culture,3.82,4354.38,852,586.07
Apple Podcasts,Comedy,4,4936.78,1237,570.42
YouTube,News & Culture,3.9,4636.84,985,411.21
Apple Podcasts,News & Culture,4.27,4570.74,1132,373.09
Apple Podcasts,Documentary,4.49,4273.58,931,829
Apple Podcasts,Comedy,4.74,4709.46,976,591.96
Apple Podcasts,News & Culture,3.84,4420.8,959,546.02
Apple Podcasts,Comedy,4.85,4603.27,951,536.52
Apple Podcasts,Comedy,5,4673.4,1099,698.46
Apple Podcasts,Documentary,4.58,4443.02,1028,802.99
Apple Podcasts,Documentary,3.96,4275.26,970,579.78
Apple Podcasts,Comedy,4.5,4612.67,1080,449.12
Spotify,Documentary,4.19,4348.79,1004,913.9
Apple Podcasts,News & Culture,4.3,4216.72,883,445.38
Apple Podcasts,Documentary,4.42,4371.43,839,749.21
Apple Podcasts,Comedy,4.44,4805.31,1076,527.11
Apple Podcasts,Comedy,4.61,4608.83,705,696.04
Apple Podcasts,Comedy,3.98,4821.38,947,659.09
Apple Podcasts,Documentary,5,4457.78,1175,682.56
Apple Podcasts,Documentary,4.7,4489.64,953,1145.82
YouTube,Comedy,4.71,4784.79,697,782.74
Apple Podcasts,Comedy,4.5,4561.89,964,474.68
Apple Podcasts,News & Culture,4.87,4178.92,838,475.33
Apple Podcasts,News & Culture,4.6,5065.2,1192,679.85
Spotify,Comedy,3.5,4704.72,886,712.19
YouTube,Documentary,4.41,4361.41,953,801.99
Spotify,News & Culture,4.48,4502.41,931,390.48
Spotify,Comedy,4,4653.11,1046,587.79
Apple Podcasts,Comedy,4.18,4822.72,964,418.98
Apple Podcasts,News & Culture,3.66,4207.24,774,328.43
Spotify,Documentary,4.44,4385.88,828,547.63
Spotify,News & Culture,4.34,4326.16,776,291.53
Apple Podcasts,Comedy,4.51,4968.8,1134,772.35
Apple Podcasts,News & Culture,4.49,4648.06,1233,657.92
Spotify,Documentary,4.17,4335.01,1360,686.82
Apple Podcasts,Comedy,5,4719.39,988,616.52
Apple Podcasts,Comedy,4,4526.57,921,539.83
Apple Podcasts,News & Culture,5,4535.03,803,527.43
Spotify,Documentary,4.87,4355.52,1315,491.34
Apple Podcasts,News & Culture,4.28,4755.33,1036,442.63
Apple Podcasts,Comedy,4.78,4721.74,1046,498.91
YouTube,Comedy,4.3,4693.48,1038,543.89
Apple Podcasts,Documentary,4.56,4491.38,1159,1098.27
Apple Podcasts,Documentary,5,4474.01,1034,790.93
Apple Podcasts,Documentary,5,4352.64,791,905.95
BBC Sounds,Comedy,4.3,4714.27,989,576.49
Spotify,News & Culture,4.85,4546.94,836,647.02
Apple Podcasts,Documentary,4.6,4372.53,837,900.87
Apple Podcasts,Documentary,4.87,4478.8,1197,928.05
Apple Podcasts,News & Culture,4.75,4594.53,854,621.09
Apple Podcasts,News & Culture,4.5,4407.44,799,490.53
Apple Podcasts,Documentary,100,4504.93,0,978.68
Apple Podcasts,Documentary,4.81,4340.56,1018,777.55
Apple Podcasts,Comedy,3.64,4734.63,1049,717.31
Apple Podcasts,News & Culture,4.59,4662.86,1378,383.78
YouTube,Comedy,4.64,4806.28,1230,618.15
Spotify,News & Culture,4.75,4501.28,1002,353.15
BBC Sounds,Documentary,4.4,4539.88,1215,1027.99
Apple Podcasts,News & Culture,4.64,4376.37,757,491.17
Apple Podcasts,Comedy,4.51,4591.14,821,702.17
YouTube,Comedy,4.64,4605.14,787,701.42
BBC Sounds,Comedy,5,4604.09,905,647.41
Apple Podcasts,Comedy,4.53,4706.31,1000,663.92
Apple Podcasts,News & Culture,4,4345.64,944,464.71
Apple Podcasts,Documentary,4.16,4324.91,970,691.89
Apple Podcasts,Comedy,4.85,4781.04,1095,468.48
Apple Podcasts,News & Culture,4.75,4347.5,668,571.83
Apple Podcasts,Documentary,4.62,4432.17,1052,1023.42
Apple Podcasts,Documentary,4.2,4444.41,1057,896.33
Apple Podcasts,Documentary,3.88,4284.56,852,929.73
Apple Podcasts,Comedy,4.39,4529.97,799,452.2
Apple Podcasts,Documentary,3.95,4527.13,1101,940.07
Apple Podcasts,Comedy,4.75,4831.02,905,363.67
Spotify,Documentary,4.25,4353.25,971,702.6
Apple Podcasts,News & Culture,4.57,4544.29,1082,407.23
BBC Sounds,Documentary,4.36,4280.63,1292,744.82
Apple Podcasts,Documentary,4.37,4299.15,1122,961.17
Apple Podcasts,News & Culture,4.48,4613.9,847,559.3
Apple Podcasts,Comedy,4.37,4767.74,1007,866.88
Spotify,Comedy,3.93,4713.36,1015,655.04
Spotify,Comedy,4.66,4616.71,1029,454.56
Apple Podcasts,Comedy,4.8,4788.01,1219,538.48
Apple Podcasts,Documentary,4.82,4287.53,1346,708.34
Apple Podcasts,News & Culture,3.92,4752.94,1169,493.27
Apple Podcasts,News & Culture,4.44,4399.31,1072,625.68
Apple Podcasts,News & Culture,4.8,4299.31,744,325.74
Apple Podcasts,News & Culture,4,4604.07,1126,355.09
Apple Podcasts,Comedy,4.8,4502.8,787,589.21
Apple Podcasts,Comedy,4.39,4989.85,1095,714.63
Apple Podcasts,Documentary,4.31,4237.41,1159,824.56
Apple Podcasts,Documentary,4.58,4581.73,1241,758.03
Spotify,Documentary,4.52,4281.78,967,827.95
Apple Podcasts,News & Culture,4.42,4575,733,522.84
Apple Podcasts,Documentary,3.88,4270.84,932,759.73
Apple Podcasts,News & Culture,4.04,4572.48,1011,334.3
Apple Podcasts,News & Culture,4.56,4470.3,974,604.26
Spotify,Comedy,3.37,4935.88,1325,420.68
YouTube,News & Culture,4.26,4639.76,1092,424.42
Apple Podcasts,Documentary,5,4373.37,1264,833.75
Apple Podcasts,Comedy,3.86,4825.72,938,475.55
Spotify,Comedy,4.76,4774.72,889,671.13
Apple Podcasts,Documentary,4.73,4276.06,973,696.5
Apple Podcasts,Comedy,4.27,4619.87,1187,440.27
Apple Podcasts,Documentary,3.36,4383.34,1040,799.74
Apple Podcasts,Documentary,4.11,4360.34,897,534.76
Apple Podcasts,Documentary,5,4275.12,1024,658.6
Spotify,Comedy,3.94,4574.19,922,686.97
Spotify,Comedy,4.56,4978.32,1326,546.69
Apple Podcasts,News & Culture,4.33,4370.34,930,306.22
Spotify,Comedy,4.5,4671.05,728,503.53
Apple Podcasts,News & Culture,4.84,4551.32,875,477.51
Apple Podcasts,News & Culture,4.75,4448.31,855,431.86
Apple Podcasts,Comedy,3.2,4936.35,1111,627.09
Spotify,News & Culture,4.61,4594.54,1124,290.63
Apple Podcasts,Comedy,4.38,4800.23,870,564.09
Spotify,News & Culture,4.84,4594.35,1006,543.77
Apple Podcasts,Documentary,4.73,4108.89,861,610.66
Apple Podcasts,Comedy,4.35,4784.13,958,592.72
Apple Podcasts,Comedy,4.4,4658.44,821,706.81
Apple Podcasts,News & Culture,4.41,4670.01,1089,653.39
Spotify,Documentary,3.95,4236.34,901,838.18
Apple Podcasts,News & Culture,4.61,4242.4,606,657.38
Apple Podcasts,Comedy,4.59,4942.33,1146,539.93
Apple Podcasts,Comedy,3.42,4945.73,1208,705.68
Apple Podcasts,News & Culture,2.85,4192.4,840,392.87
Spotify,News & Culture,4.91,4555.87,788,510.85
Apple Podcasts,Documentary,4,4434.68,842,981.49
Apple Podcasts,News & Culture,4.67,4252.01,822,298.11
Apple Podcasts,News & Culture,4.5,4495.94,939,254.2
Apple Podcasts,Documentary,4.09,4322.52,1208,755.84
Apple Podcasts,Documentary,4.67,4268.54,797,850
Apple Podcasts,News & Culture,4.5,4569.59,1021,475.21
Apple Podcasts,Documentary,3.21,4279.8,1096,468.78
YouTube,News & Culture,4.8,4452.06,674,513.85
Apple Podcasts,News & Culture,4.14,4507.76,828,513.68
Spotify,Comedy,4.04,4695.43,568,577
Apple Podcasts,Documentary,4.44,4446.68,1168,757.56
Spotify,Comedy,4.71,4489.79,724,600.11
Apple Podcasts,Documentary,4.56,4345.92,927,847.68
Apple Podcasts,Comedy,4.26,4623.85,683,629.55
YouTube,Documentary,5,4222.9,916,890.37
Apple Podcasts,Comedy,4.63,4505.82,768,549.36
Apple Podcasts,Comedy,4.2,4781.43,1157,709.83
Apple Podcasts,Comedy,4.47,4829.27,1131,705.15
Apple Podcasts,News & Culture,3.76,4627.4,976,575.73
Apple Podcasts,Documentary,4.27,4324.75,1015,723.82
Apple Podcasts,News & Culture,4.45,4299.67,887,460.23
Apple Podcasts,Comedy,4.39,4533.4,1043,379.9
Spotify,Documentary,4,4468.12,1231,748.56
Apple Podcasts,News & Culture,4.73,4488.73,829,435.36
Apple Podcasts,Comedy,4.73,4707.97,629,518.09
Apple Podcasts,News & Culture,4.75,4487.66,783,566.27
Apple Podcasts,Comedy,4.59,4630.66,783,667
Apple Podcasts,Documentary,4.25,4208.81,1139,764.28
Apple Podcasts,Documentary,4.47,4472.35,963,853.94
Apple Podcasts,Documentary,3.66,4132.23,635,726.37
Apple Podcasts,Comedy,4.64,4566.47,876,477.16
Apple Podcasts,Comedy,4.63,4687.35,940,490.28
Apple Podcasts,Documentary,4.58,4372.86,1172,656.53
Apple Podcasts,Comedy,4.25,4776.72,867,829.03
Apple Podcasts,Comedy,4.6,4756.02,1059,491.03
Apple Podcasts,Documentary,5,4322.08,974,753.88
Apple Podcasts,News & Culture,4.08,4474.37,933,347.97
Spotify,Comedy,4.56,4718.2,945,684.54
Apple Podcasts,Comedy,4.14,4839.63,923,814.7
Apple Podcasts,Comedy,4.32,4608.18,732,446.37
YouTube,News & Culture,4.4,4542.29,757,741.03
Apple Podcasts,Documentary,4.76,4354.27,852,869
Apple Podcasts,News & Culture,4.68,4715.61,893,701.56
Apple Podcasts,News & Culture,3.48,4414.66,674,457.95
Apple Podcasts,Documentary,4.25,4148.3,908,598.24
Spotify,Documentary,4.5,4382.06,1010,1030.25
Apple Podcasts,Comedy,4.56,4772,1183,531.5
Apple Podcasts,Documentary,5,4222.69,736,632.27
BBC Sounds,Documentary,4.15,4428.09,932,855.3
Spotify,News & Culture,4.21,4424.14,670,706.61
Apple Podcasts,Comedy,4,4822.4,1148,563.34
Spotify,Documentary,4.42,4347.62,940,889.05
Spotify,Documentary,4.35,4390.71,834,1008.36
Apple Podcasts,News & Culture,4.2,4598.73,905,343.75
Apple Podcasts,News & Culture,4.37,4358.86,810,593.62
Apple Podcasts,Documentary,5,4307.72,1023,679.76
YouTube,News & Culture,4.6,4542.59,896,591.32
Spotify,News & Culture,4,4366.21,968,275.39
Apple Podcasts,News & Culture,4.73,4528.93,924,442.54
Apple Podcasts,Comedy,4.31,4936.4,1341,447.88
Apple Podcasts,Comedy,4.17,4774.34,833,603.02
